StartFrame,EndFrame,Verb,Verb_class,Noun,Noun_class,ActionLabel,ActionName
38980,39046,put-down,1,grater,131,65,put-down grater
39166,39229,throw,8,carrot,40,66,throw carrot
39285,39345,take,0,spatula,22,28,take spatula
39343,39657,stir,6,vegetable,90,49,stir vegetable
39753,39813,open,2,cupboard,8,0,open cupboard
39813,39918,take,0,saucepan,1,21,take saucepan
40038,40449,put-down,1,saucepan,1,22,put-down saucepan
40500,40619,turn,13,hob,47,67,turn hob
40770,40937,take,0,kettle,38,46,take kettle
41004,41841,pour,7,water,17,47,pour water
41193,41493,see,50,water:boiling,17,68,see water:boiling
41944,42114,put-down,1,kettle,38,69,put-down kettle
42231,42324,take,0,oil:olive,24,70,take oil:olive
42472,42784,pour,7,oil,24,71,pour oil
42788,42983,close,3,oil,24,72,close oil
42989,43069,put-down,1,oil,24,73,put-down oil
43075,43128,take,0,spatula,22,28,take spatula
43141,43202,take,0,board:cutting,19,11,take board:cutting
43227,43342,pour,7,onion,13,74,pour onion
43347,43413,put-down,1,board:cutting,19,12,put-down board:cutting
43422,43888,stir,6,vegetable,90,49,stir vegetable
43822,45004,stir,6,vegetable,90,49,stir vegetable
45023,45091,take,0,salt,31,30,take salt
45097,45189,open,2,salt,31,31,open salt
45165,45240,put-down,1,salt,31,33,put-down salt
45185,45269,open,2,drawer,9,9,open drawer
45297,45402,take,0,spoon,7,75,take spoon
45468,45695,pour,7,salt,31,32,pour salt
45729,45819,pour,7,salt,31,32,pour salt
45763,45862,stir,6,water,17,76,stir water
45894,45945,close,3,salt,31,77,close salt
45966,46006,put-down,1,spoon,7,78,put-down spoon
46050,46164,put-down,1,salt,31,33,put-down salt
46172,46216,take,0,spatula,22,28,take spatula
46215,46279,stir,6,vegetable,90,49,stir vegetable
46284,46359,adjust,17,hob,47,79,adjust hob
46483,48495,stir,6,vegetable,90,49,stir vegetable
46540,46897,stir,6,vegetable,90,49,stir vegetable
47359,49179,stir,6,vegetable,90,49,stir vegetable
49172,49252,put-down,1,spatula,22,34,put-down spatula
49273,49344,open,2,cupboard,8,0,open cupboard
49344,49510,take,0,cupboard,8,80,take cupboard
49456,49546,put-down,1,cupboard,8,81,put-down cupboard
49614,49716,take,0,rice,44,82,take rice
49753,50118,open,2,rice,44,83,open rice
50348,50426,put-down,1,rice,44,84,put-down rice
50442,50498,take,0,spatula,22,28,take spatula
50504,50836,stir,6,vegetable,90,49,stir vegetable
50842,51846,stir,6,vegetable,90,49,stir vegetable
51855,51918,put-down,1,spatula,22,34,put-down spatula
51960,52036,take,0,tofu,159,6,take tofu
52175,52261,take,0,knife,5,13,take knife
52252,52506,cut,5,tofu,159,85,cut tofu
52528,53104,open,2,container:tofu,29,41,open container:tofu
53155,53350,pour,7,tofu,159,86,pour tofu
53371,53455,put-down,1,container:tofu,29,54,put-down container:tofu
53452,54256,stir,6,vegetable,90,49,stir vegetable
54250,54310,put-down,1,spatula,22,34,put-down spatula
54316,54491,take,0,container:tofu,29,5,take container:tofu
54559,54688,throw,8,container:tofu,29,87,throw container:tofu
54685,54815,throw,8,container:tofu,29,87,throw container:tofu
55056,55105,throw,8,container:tupperware,29,87,throw container:tupperware
55298,55343,take,0,spatula,22,28,take spatula
55299,55721,stir,6,vegetable,90,49,stir vegetable
55717,55797,take,0,rice,44,82,take rice
55906,56256,pour,7,rice,44,88,pour rice
56307,56577,pour,7,rice,44,88,pour rice
56727,57096,fold,46,bag:rice,20,89,fold bag:rice
57102,57182,close,3,bag:rice,20,90,close bag:rice
57237,57300,open,2,cupboard,8,0,open cupboard
57303,57412,put,1,rice,44,84,put rice
57556,58175,stir,6,vegetable,90,49,stir vegetable
57569,57630,take,0,spatula,22,28,take spatula
58225,58269,take,0,bottle,28,91,take bottle
58275,58317,open,2,top,78,92,open top
58404,59088,pour,7,water,17,47,pour water
59018,59140,close,3,top,78,93,close top
59185,59289,put,1,bottle,28,94,put bottle
59376,59616,take,0,cutlery,75,95,take cutlery
59672,59824,open,2,cupboard,8,0,open cupboard
59830,60475,put,1,cutlery,75,96,put cutlery
60460,60567,close,3,drawer,9,15,close drawer
60596,60653,take,0,spatula,22,28,take spatula
60654,61082,stir,6,vegetable,90,49,stir vegetable
61092,61212,adjust,17,vegetable,90,97,adjust vegetable
61233,61503,stir,6,vegetable,90,49,stir vegetable
61524,61963,stir,6,rice,44,98,stir rice
62015,62073,put-down,1,spatula,22,34,put-down spatula
62102,62257,take,0,spoon,7,75,take spoon
62217,62485,take,0,glass,16,50,take glass
62413,62920,put-down,1,glass,16,51,put-down glass
62491,62762,put-down,1,glass,16,51,put-down glass
62778,62904,open,2,drawer,9,9,open drawer
63100,63166,take,0,spatula,22,28,take spatula
63112,64045,stir,6,vegetable,90,49,stir vegetable
63992,64055,put-down,1,spatula,22,34,put-down spatula
64449,64576,take,0,container,29,5,take container
64522,64602,open,2,container,29,41,open container
64625,64729,take,0,container,29,5,take container
64741,65014,close,3,container,29,44,close container
65020,65073,put,1,container,29,54,put container
65186,65277,take,0,spatula,22,28,take spatula
65248,65539,stir,6,rice,44,98,stir rice
65655,66203,stir,6,vegetable,90,49,stir vegetable
65941,67875,stir,6,vegetable,90,49,stir vegetable
67915,68025,put-down,1,spatula,22,34,put-down spatula
69785,70318,stir,6,vegetable,90,49,stir vegetable
70329,70704,stir,6,rice,44,98,stir rice
70714,70831,put-down,1,spatula,22,34,put-down spatula
72849,72924,take,0,spatula,22,28,take spatula
72911,73550,put-down,1,spatula,22,34,put-down spatula
72919,73543,stir,6,vegetable,90,49,stir vegetable
73536,73596,take,0,spoon,7,75,take spoon
73663,73840,scoop,19,rice,44,99,scoop rice
73894,74162,taste,39,rice,44,100,taste rice
74168,74335,put-down,1,spoon,7,78,put-down spoon
74873,74985,open,2,cupboard,8,0,open cupboard
75063,75179,take,0,drainer,61,101,take drainer
75839,75921,take,0,glass,16,50,take glass
75900,76222,pour,7,water,17,47,pour water
76255,76599,drink,58,water,17,102,drink water
76353,76437,put-down,1,bottle,28,94,put-down bottle
76567,76656,put-down,1,glass,16,51,put-down glass
76843,76892,take,0,spatula,22,28,take spatula
76903,77562,stir,6,vegetable,90,49,stir vegetable
77373,77776,stir,6,vegetable,90,49,stir vegetable
77757,77818,put-down,1,spatula,22,34,put-down spatula
78270,78327,take,0,spatula,22,28,take spatula
78376,78730,stir,6,rice,44,98,stir rice
78688,78841,put-down,1,spatula,22,34,put-down spatula
81219,81328,take,0,spoon,7,75,take spoon
81315,81587,scoop,19,rice,44,99,scoop rice
81586,81924,taste,39,rice,44,100,taste rice
81960,82176,put-down,1,spoon,7,78,put-down spoon
82183,82428,turn-off,15,hob,47,103,turn-off hob
83567,83707,take,0,saucepan,1,21,take saucepan
83793,84077,drain,48,saucepan,1,104,drain saucepan
84118,84528,drain,48,rice,44,105,drain rice
84580,84786,pour,7,rice,44,88,pour rice
84780,84840,put-on,1,drainer,61,106,put-on drainer
84882,85453,scoop,19,rice,44,99,scoop rice
85452,85558,put-down,1,saucepan,1,22,put-down saucepan
85568,85668,put-down,1,drainer,61,106,put-down drainer
85702,85751,put-down,1,spatula,22,34,put-down spatula
85769,85814,take,0,spatula,22,28,take spatula
85843,86180,stir,6,vegetable,90,49,stir vegetable
86181,86221,put-down,1,spatula,22,34,put-down spatula
86217,86617,pour,7,powder:curry,155,107,pour powder:curry
86228,86269,take,0,powder:curry,155,108,take powder:curry
86293,86349,open,2,powder:curry,155,109,open powder:curry
86577,86643,put-down,1,powder:curry,155,110,put-down powder:curry
86631,86695,take,0,spatula,22,28,take spatula
86692,87420,stir,6,rice,44,98,stir rice
87320,87756,stir,6,rice,44,98,stir rice
87762,88196,stir,6,rice,44,98,stir rice
88202,90316,stir,6,rice,44,98,stir rice
90271,90445,turn-off,15,hob,47,103,turn-off hob
90483,91084,stir,6,rice,44,98,stir rice
91090,91572,stir,6,rice,44,98,stir rice
91440,92910,stir,6,rice,44,98,stir rice
92925,92991,put-down,1,spatula,22,34,put-down spatula
93006,93247,close,3,powder:curry,155,111,close powder:curry
93266,93311,put,1,powder:curry,155,110,put powder:curry
93332,93407,take,0,container,29,5,take container
93409,93520,take,0,spatula,22,28,take spatula
93457,93778,pour,7,rice,44,88,pour rice
93649,94426,pour,7,rice,44,88,pour rice
93751,93856,scoop,19,rice,44,99,scoop rice
93862,93967,pour,7,rice,44,88,pour rice
93988,94108,scoop,19,rice,44,99,scoop rice
94433,94479,put-down,1,container,29,54,put-down container
94451,94518,put-down,1,spatula,22,34,put-down spatula
94522,94637,take,0,plate,4,56,take plate
94666,94749,put-down,1,plate,4,57,put-down plate
94753,94809,take,0,spatula,22,28,take spatula
94806,95553,pour,7,rice,44,88,pour rice
95632,95991,scoop,19,rice,44,99,scoop rice
96040,96362,scoop,19,rice,44,99,scoop rice
96366,97087,pour,7,rice,44,88,pour rice
96374,97123,scoop,19,rice,44,99,scoop rice
97089,97230,put-down,1,spatula,22,34,put-down spatula
97259,97387,put-down,1,pan,1,22,put-down pan
97516,97617,open,2,tap,3,16,open tap
97624,97782,wash,4,pan,1,112,wash pan
97807,98014,wash,4,saucepan,1,112,wash saucepan
98021,98112,wash,4,drainer,61,113,wash drainer
98098,98167,close,3,tap,3,19,close tap
98257,98383,take,0,plate,4,56,take plate
98424,98501,put-down,1,plate,4,57,put-down plate
