StartFrame,EndFrame,Verb,Verb_class,Noun,Noun_class,ActionLabel,ActionName
12082,12126,move,9,knife,5,52,move knife
12165,13383,peel,16,potato,27,53,peel potato
13389,14332,peel,16,potato,27,53,peel potato
14209,14526,peel,16,potato,27,53,peel potato
14592,15877,peel,16,potato,27,53,peel potato
14869,15124,peel,16,potato,27,53,peel potato
15883,16101,put-down,1,potato,27,54,put-down potato
16033,17334,slice,5,potato,27,55,slice potato
16072,16608,slice,5,potato,27,55,slice potato
17281,17316,put-down,1,knife,5,29,put-down knife
17307,17349,take,0,knife,5,27,take knife
17409,17481,open,2,drawer,9,25,open drawer
17472,17518,put,1,knife,5,29,put knife
17521,17583,close,3,drawer,9,35,close drawer
17630,17677,take,0,saucepan,1,13,take saucepan
17691,17766,put,1,saucepan,1,15,put saucepan
17777,17956,dry,11,hand,12,56,dry hand
17811,17886,take,0,cloth,32,23,take cloth
17962,18051,move,9,board:cutting,19,40,move board:cutting
18115,18483,take,0,skin:potato,68,57,take skin:potato
18607,18660,open,2,bin,25,58,open bin
18666,18700,throw,8,skin,68,59,throw skin
18792,18864,take,0,cloth,32,23,take cloth
18867,18951,dry,11,hand,12,56,dry hand
19534,19588,open,2,bin,25,58,open bin
19612,19682,close,3,bin,25,60,close bin
19773,20109,dry,11,hand,12,56,dry hand
20089,20262,turn-on,12,hob,47,61,turn-on hob
20269,20425,open,2,cupboard,8,9,open cupboard
20461,20608,take,0,pan:frying,1,13,take pan:frying
20630,20790,close,3,cupboard,8,36,close cupboard
20848,20979,put,1,pan,1,15,put pan
22468,22680,take,0,kettle,38,41,take kettle
22797,22899,pour,7,water,17,44,pour water
23055,23443,pour,7,water,17,44,pour water
23418,23653,put-down,1,kettle,38,47,put-down kettle
23800,24444,take,0,salt,31,62,take salt
23923,23976,open,2,drawer,9,25,open drawer
23980,24040,take,0,spoon,7,49,take spoon
24046,24136,close,3,drawer,9,35,close drawer
24163,24244,open,2,salt,31,63,open salt
24297,24510,pour,7,salt,31,64,pour salt
24514,24619,pour,7,salt,31,64,pour salt
24778,24849,put-down,1,salt,31,65,put-down salt
24829,24871,put-down,1,spoon,7,50,put-down spoon
24891,25032,take,0,board:cutting,19,7,take board:cutting
25051,25507,pour,7,potato,27,66,pour potato
25541,25667,put-down,1,board:cutting,19,8,put-down board:cutting
25941,26099,throw,8,sausage,84,67,throw sausage
26351,26416,take,0,sausage,84,3,take sausage
26422,27313,open,2,box:sausage,39,68,open box:sausage
27554,27703,throw,8,plastic,77,69,throw plastic
27685,27745,close,3,bin,25,60,close bin
27900,28063,dry,11,hand,12,56,dry hand
28137,28197,open,2,cupboard,8,9,open cupboard
28235,28351,take,0,board:cutting,19,7,take board:cutting
28342,28455,close,3,cupboard,8,36,close cupboard
28540,28610,move,9,bottle,28,70,move bottle
28652,28698,move,9,glass,16,71,move glass
28711,28753,move,9,glass,16,71,move glass
28837,28894,put-down,1,board:cutting,19,8,put-down board:cutting
28900,28989,open,2,drawer,9,25,open drawer
28990,29073,take,0,knife,5,27,take knife
29125,29200,take,0,bread,52,72,take bread
29401,29446,put-down,1,bread,52,73,put-down bread
29531,29861,slice,5,bread,52,74,slice bread
29893,30208,slice,5,bread,52,74,slice bread
30457,30535,put-down,1,knife,5,29,put-down knife
30627,30681,take,0,bag:bread,20,75,take bag:bread
30721,30872,put,1,bread,52,73,put bread
30953,31067,fold,46,bag,20,76,fold bag
31133,31197,put-down,1,bag,20,77,put-down bag
31384,31447,put-down,1,board:cutting,19,8,put-down board:cutting
31540,31696,take,0,cloth:table,32,23,take cloth:table
31772,31915,unfold,80,cloth:table,32,78,unfold cloth:table
31957,32033,move,9,plate,4,79,move plate
32240,32365,dry,11,blade,5,28,dry blade
32310,32460,put,1,blade,5,29,put blade
32583,32688,open,2,drawer,9,25,open drawer
32673,32764,take,0,fork,18,80,take fork
32762,32813,close,3,drawer,9,35,close drawer
32841,32959,put-down,1,fork,18,81,put-down fork
33731,33801,take,0,bottle,28,82,take bottle
33876,34022,open,2,bottle,28,83,open bottle
34050,34218,turn-on,12,tap,3,84,turn-on tap
34140,34938,pour,7,water,17,44,pour water
34918,34978,turn-off,15,tap,3,85,turn-off tap
35052,35190,put,1,bottle,28,86,put bottle
37786,38068,take,0,box:fruit,39,87,take box:fruit
38190,38658,open,2,box:fruit,39,68,open box:fruit
38757,38877,take,0,mesh,219,88,take mesh
38977,39040,open,2,bin,25,58,open bin
38999,39040,throw,8,mesh,219,89,throw mesh
39031,39106,close,3,bin,25,60,close bin
39207,39267,take,0,box:fruit,39,87,take box:fruit
39357,40204,wash,4,fruit,197,90,wash fruit
39523,40959,wash,4,fruit,197,90,wash fruit
40726,40781,turn-off,15,tap,3,85,turn-off tap
41224,41308,put,1,fruit,197,91,put fruit
41365,41463,dry,11,hand,12,56,dry hand
41505,41544,adjust,17,hob,47,92,adjust hob
41702,41803,take,0,sausage,84,3,take sausage
41819,42335,put,1,sausage,84,6,put sausage
42351,42417,adjust,17,hob,47,92,adjust hob
42488,42786,put,1,sausage,84,6,put sausage
43010,43145,throw,8,box,39,93,throw box
43559,44136,dry,11,hand,12,56,dry hand
44247,44295,hang,33,clothes,130,94,hang clothes
44387,44665,take,0,clothes,130,95,take clothes
44942,45051,hang,33,clothes,130,94,hang clothes
46825,46876,open,2,drawer,9,25,open drawer
46900,47047,take,0,tongs,168,96,take tongs
47286,47353,put-down,1,tongs,168,97,put-down tongs
47366,47412,take,0,spoon,7,49,take spoon
47478,47938,stir,6,spoon,7,98,stir spoon
47988,48033,put-down,1,spoon,7,50,put-down spoon
48415,48528,adjust,17,hop,47,92,adjust hop
53075,53284,move,9,saucepan,1,14,move saucepan
54603,54703,adjust,17,hob,47,92,adjust hob
56743,56905,open,2,drawer,9,25,open drawer
56924,57139,open,2,drawer,9,25,open drawer
57062,57136,close,3,drawer,9,35,close drawer
57142,57319,take,0,lighter,160,99,take lighter
57415,57514,take,0,candle,286,100,take candle
57471,58033,turn-on,12,candle,286,101,turn-on candle
58093,58236,put-down,1,candle,286,102,put-down candle
58308,58443,open,2,drawer,9,25,open drawer
58363,58401,close,3,drawer,9,35,close drawer
58392,58452,open,2,drawer,9,25,open drawer
58608,58638,take,0,tong,168,96,take tong
58689,58836,flip,32,sausage,84,103,flip sausage
58945,59001,flip,32,sausage,84,103,flip sausage
59150,59373,flip,32,sausage,84,103,flip sausage
59416,59568,flip,32,sausage,84,103,flip sausage
59655,59800,flip,32,sausage,84,103,flip sausage
59820,60036,flip,32,sausage,84,103,flip sausage
60042,60190,flip,32,sausage,84,103,flip sausage
61845,62008,flip,32,sausage,84,103,flip sausage
62058,62157,flip,32,sausage,84,103,flip sausage
62371,62457,flip,32,sausage,84,103,flip sausage
63005,63108,flip,32,sausage,84,103,flip sausage
63502,64879,heat,47,sausage,84,104,heat sausage
64885,64948,put-down,1,tong,168,97,put-down tong
64954,65002,take,0,knife,5,27,take knife
65052,65211,check,20,potato,27,105,check potato
65279,65341,put-down,1,knife,5,29,put-down knife
65350,65488,adjust,17,hob,47,92,adjust hob
65563,65665,take,0,tong,168,96,take tong
65668,65728,adjust,17,hob,47,92,adjust hob
65986,66404,turn,13,sausage,84,106,turn sausage
66410,66645,turn,13,sausage,84,106,turn sausage
66755,67619,turn,13,sausage,84,106,turn sausage
67620,67816,turn,13,sausage,84,106,turn sausage
67822,68000,turn,13,sausage,84,106,turn sausage
68006,68385,turn,13,sausage,84,106,turn sausage
68434,68515,put-down,1,tong,168,97,put-down tong
68937,69003,adjust,17,hob,47,92,adjust hob
69950,70063,turn-off,15,hob,47,107,turn-off hob
70050,70123,take,0,saucepan,1,13,take saucepan
70200,70311,take,0,colander,42,18,take colander
70321,70516,drain,48,potato,27,108,drain potato
70573,70663,put-down,1,saucepan,1,15,put-down saucepan
70987,71266,pour,7,potato,27,66,pour potato
71338,71412,put-down,1,colander,42,109,put-down colander
71463,71555,take,0,oil,24,110,take oil
71554,71615,put-down,1,oil,24,111,put-down oil
71666,71707,take,0,sausage,84,3,take sausage
71742,71816,take,0,fork,18,80,take fork
71811,71889,move,9,potato,27,112,move potato
71895,72697,place,1,sausage,84,6,place sausage
72797,73179,wash,4,pan,1,113,wash pan
72799,72887,put-down,1,pan:frying,1,15,put-down pan:frying
73179,73603,wash,4,pan,1,113,wash pan
73568,73630,close,3,tap,3,46,close tap
73626,73683,take,0,oil:olive,24,110,take oil:olive
73689,73854,open,2,oil,24,114,open oil
73858,74264,pour,7,oil,24,115,pour oil
74253,74529,close,3,oil,24,116,close oil
74491,74665,put-down,1,oil,24,111,put-down oil
74655,74699,take,0,rosemary,331,117,take rosemary
74709,74833,open,2,rosemary,331,118,open rosemary
74909,75352,sprinkle,30,rosemary,331,119,sprinkle rosemary
75356,75523,close,3,rosemary,331,120,close rosemary
75526,75600,put,1,rosemary,331,121,put rosemary
75751,75824,take,0,knife,5,27,take knife
75823,76139,mix,6,food,37,122,mix food
,,,,,,,
,,,,,,122,
